,accuracy,communication,cleanliness,location,checkin,value,avgRating
9988483,3.33,3,2.67,3,3.67,3.33,2.67
9988484,4.25,3.5,2.5,1.5,3.75,2,2.50
9988485,4.2,2.4,2.6,3.2,3.2,2,2.80
9988486,3.5,3.33,2.67,3,2.5,3,3.50
9988487,3.33,3.33,2,2.67,2.33,4.67,3.67
9988488,2.86,3.71,4,2.71,3.86,3.29,2.29
9988489,2.5,3,2.75,2.75,4,4.75,2.75
9988490,3.57,3.14,3.71,3.57,3.29,3.14,2.43
9988491,3.8,2,4,3,4,3.2,2.60
9988492,3.67,3.33,3.83,3.33,2.67,2.67,4.17
9988493,3.33,3,3,2.67,2.33,3.33,3.67
9988494,2.86,3.71,3.29,2.71,2.86,3.57,2.71
9988495,2.5,3.25,2.5,2.25,1.5,2.5,3.00
9988496,4,2,3,3.5,3.5,2.33,1.67
9988497,3.83,1.67,3,3.67,2.83,2.83,2.83
9988498,3.4,3.2,2.8,3,3.2,1.8,4.00
9988499,3,3,3.4,2.4,3.8,3.6,3.40
9988500,2.71,2.86,2.71,2.71,3.14,3,3.14
9988501,3.5,3.5,2.5,2.83,2.33,3,2.33
9988502,3,2,2.25,3.75,4.25,3.25,2.25
9988503,3,4.67,2.67,2.33,3,4.33,2.33
9988504,2.25,2.25,2.5,2.25,1.75,3.25,3.75
9988505,2.8,3,2.6,3,3,2,2.80
9988506,1.67,4,3.67,2.33,3.67,3.33,4.33
9988507,2.5,2.75,4,3.5,3.25,3.75,3.00
9988508,3,3.5,2.25,3.25,2.25,3.25,2.75
9988509,2.8,4,2.2,2.2,2.4,4.2,3.80
9988510,2,3.5,4,3,3.5,3.25,3.50
9988511,4.4,2.4,3,3,2,3.2,4.00
9988512,2.2,3.4,4,3.4,3.6,2,3.80
9988513,2.33,3.17,3.5,3,3.33,3.17,3.83
9988514,1.83,2.83,2.83,2.83,2.83,3.5,2.17
9988515,3.25,3,2,2.25,2.5,4,2.75
9988516,2.86,2.14,3,3,3.57,2.43,2.00
9988517,3,3.5,2.25,3.25,3.25,2.75,2.25
9988518,3,3.29,2.29,2.14,3,3.29,3.29
9988519,3,3,2.25,3.5,2.75,3.25,3.00
9988520,2,3.5,4,4,3,2.25,3.00
9988521,3.67,4,3.33,3,2,4.33,2.67
9988522,3.67,3.67,2.17,3.17,3.17,2.67,2.33
9988523,3.25,4.5,2.75,4,2.75,2.25,2.50
9988524,2,3.6,1.8,3.4,4,2.2,2.20
9988525,3.33,2,3.67,4.33,3.33,3.17,3.17
9988526,2,4,3,3.4,2.6,2.2,2.40
9988527,2.67,3,2.33,3,2.83,3,2.83
9988528,2.83,3.33,2.33,3.17,2.17,2.33,4.17
9988529,2.67,3.33,2.33,4,3.33,2.67,2.00
9988530,3,2,2.33,1.67,3,2.67,1.33
9988531,3.4,3.2,3.8,3.6,3.2,3,2.00
9988532,2.25,2.25,4,3.75,3.5,3.25,3.25
9988533,2.75,3,3,2.5,1.75,3.75,2.25
9988534,3.25,3,2.75,3,3.25,3,3.00
9988535,2.6,2.6,3.8,2.4,3.6,3.2,2.60
9988536,4,3,3.25,2.25,2.5,2.75,3.50
9988537,3.71,3.43,2,3,3,3.86,3.71
9988538,3.14,3.29,3.29,2.71,3.43,2.43,2.71
9988539,3.33,2.67,2.33,1.67,4.33,2.67,4.00
9988540,3.86,3.29,2.86,2.29,3.71,2.86,3.00
9988541,3.17,2.67,4.17,3.33,4.33,2.17,4.00
9988542,2.71,2.14,3.71,2.43,2.57,2.43,3.43
9988543,3,2.57,2.29,3.57,2.57,2.57,3.29
9988544,3.67,2.33,3,3,2.33,2.67,3.00
9988545,2.6,3.8,1.8,3,2.8,2.8,2.60
9988546,2.25,4.25,3,3.75,1,3,2.50
9988547,3.5,2.67,2.33,2.83,3,3.17,2.17
9988548,1.5,4,3,2.75,3.75,3.75,3.50
9988549,3.83,3.17,3.67,3.67,3.5,4.17,2.33
9988550,2.75,3,2.5,1.75,4,2.25,1.75
9988551,2.33,2.67,4.67,3.33,2,1.67,2.00
9988552,2,3.5,2.5,2.5,3.25,3.75,3.50
9988553,2.33,2.67,2.67,1,3,2.67,3.00
9988554,3.33,1,2,3.33,2.33,5,2.33
9988555,3,3.2,2.2,4,3.2,3.8,2.00
9988556,2.71,3.29,3.14,3.71,1.71,3.57,2.14
9988557,2.67,4.33,4.33,2.33,3.33,3.33,3.00
9988558,4,3.75,3.75,3.25,3.25,2,3.25
9988559,2,3.33,3.67,4,2.67,5,1.67
9988560,3.33,3.17,3.33,3.33,2.83,2.33,3.00
9988561,3.86,3.71,3.29,2.71,3,2.86,3.29
9988562,2.83,3,2.83,3,3.67,3,1.33
9988563,3.29,2.43,3.14,3.71,3.29,2.14,3.43
9988564,3.14,2.14,2.29,2.14,2.14,2.57,3.57
9988565,1.67,4,3,5,4.67,2.67,2.00
9988566,2.33,2.33,3.33,2,2,2.33,2.67
9988567,3,2.4,4.2,2,2.6,2.2,3.80
9988568,3.14,3,2.14,3.29,3.29,3.71,2.43
9988569,2.5,2.75,3,2.75,3,3.75,3.00
9988570,3.14,2.14,2.71,2.71,3.14,2.57,3.86
9988571,3.29,2.14,3.43,3.43,2.71,3,1.86
9988572,2.14,2.43,2.86,3.43,2.29,2.71,3.29
9988573,3,2.4,3.6,3.4,2.4,2.8,2.80
9988574,3.86,3.14,3.14,2.71,2.57,3,2.86
9988575,3.17,4.17,3,3.67,3.17,3,3.67
9988576,1.25,2.25,2,3.5,3.25,2.25,2.75
9988577,3.14,3.14,3.29,3.29,2.57,4,3.29
9988578,3.29,3.29,3.29,2.43,3,3,3.29
9988579,3,3.71,3.14,3.71,3.57,2.71,2.86
9988580,3.6,2.2,4.2,3.6,3,2.6,3.40
9988581,2,3.8,3,2.8,3.2,2.6,3.20
9988582,3,2.8,2.8,2.8,4,2.8,3.00
9988583,1.5,3.17,3.17,3.67,2.83,3.17,3.50
9988584,4.14,4,3,3.14,3,3.43,2.43
9988585,2.75,2.75,3.75,2.75,2.5,5,3.25
9988586,3,4.33,3.33,2.33,2.33,3.33,2.00
9988587,2.57,3.14,3.71,2.71,2.57,3.14,2.43
9988588,4.33,1.67,1.33,3.33,3.67,3.67,1.33
9988589,2.25,3,2,3,2.25,4.25,4.00
9988590,2.29,2.57,2.57,2.14,2,2.57,2.71
9988591,3.6,2.6,2.6,2.2,3.4,3.6,3.00
9988592,2.86,3,2.71,3.29,3,2.86,4.00
9988593,3.75,3.75,2.5,1.75,2,3.25,4.25
9988594,2.83,3,2.83,3.33,3.33,2.83,3.00
9988595,3.2,2.8,3.2,2.2,3.4,4,2.60
9988596,1.67,1.67,3,3.33,4,2.67,4.67
9988597,2.86,3.29,2.29,2.14,3.43,3.57,2.86
9988598,3.83,2.5,3,2.5,3.5,3,3.00
9988599,4.67,3,2.67,3.33,3.67,2.67,1.67
9988600,2.33,4,2,2,4,2.67,2.00
9988601,3.5,4,2.33,3.5,2.17,2.33,2.83
9988602,3.83,2.83,3.5,3.67,2.83,2.83,3.17
9988603,4,2,2.33,2.67,1.67,3.33,4.67
9988604,3.86,2.43,2.71,2.57,3.43,2.86,2.29
9988605,1.75,3.25,1.5,3.75,3,3.75,3.50
9988606,2.86,2.86,2.86,3.43,2,4,3.14
9988607,3.33,2.33,2.33,2.67,3.33,4.67,4.00
9988608,4,2.4,3.2,3.6,4,3.6,3.00
9988609,3.29,3.86,3.29,2.57,3.43,3.57,3.00
9988610,2.33,2.83,3.33,3.5,3.5,3.67,3.50
9988611,3.4,4.6,3.4,3.8,2.2,2.6,2.20
9988612,3.29,3.57,2.43,1.86,2.43,2.29,2.00
9988613,3,3,4.33,3,3,3.67,3.67
9988614,2.67,1.67,4.33,2.67,2,4,2.00
9988615,3.71,2.57,3.57,1.71,2.86,2.71,2.71
9988616,3.29,3,3.14,2.57,2.57,2.43,3.14
9988617,2.67,3.33,2.67,3,1.83,3.5,3.00
9988618,2.67,3.67,3.67,2.33,3,3.67,2.33
9988619,2.83,1.83,3.17,3.17,2,4.17,3.33
9988620,3.2,1.8,3,2.6,4,2.4,2.80
9988621,3,3,4.2,2.6,4.2,2.4,3.40
9988622,2.33,3.33,3.5,2.83,3,2.17,2.50
9988623,4.25,2.5,4,2.25,2,2.75,2.25
9988624,2.67,4,3,3.67,2.67,2.33,4.33
9988625,3.4,1.8,3.6,2.8,3.2,3.2,3.40
9988626,3,3.4,2.4,3.6,3.6,3.8,2.20
9988627,2.8,4.2,3.2,3.8,3,3.2,2.80
9988628,3,3.33,4.33,2.67,3.17,3.83,3.50
9988629,2.8,3.4,3.4,2.8,3.4,2.2,2.80
9988630,2.83,3.17,3.5,3.5,3,3,2.33
9988631,2.5,2.67,2.33,3,2.83,2.33,3.33
9988632,2,2.33,1.67,2.67,3,3.33,2.00
9988633,3.17,3.83,1.83,2.5,3,2.67,2.67
9988634,3.6,3.8,2.6,2.4,3,2.8,3.40
9988635,2.5,2.83,2.83,4,2.83,2.83,2.50
9988636,3.2,3,3.8,3.2,4.2,2.2,2.80
9988637,2.43,3.57,3.71,2.57,3.43,2.43,3.29
9988638,3,3.14,3.71,3.57,3.29,3.57,3.57
9988639,2.17,3,2.67,3.83,3.5,3.33,2.33
9988640,4,2.75,2.25,3.5,2.75,2.75,3.00
9988641,3.17,2.17,3,2.33,3.17,3.17,2.67
9988642,3.4,3.6,2.2,2.4,4.2,3.2,3.20
9988643,3.43,2.29,2.57,4.14,3.71,2.71,3.29
9988644,3.75,2.75,3.25,2.75,3.75,4,2.75
9988645,3.14,2.43,3.14,2.57,3.14,3.14,4.00
9988646,2.86,3.29,3.29,3,2.43,3.43,3.43
9988647,3,1.67,3,2,4,2.67,3.67
9988648,4.75,4,4.5,2.5,4.25,3.5,2.25
9988649,3.4,3.2,3.2,2.6,3.2,2.4,1.60
9988650,2,3.33,3,2.67,1,2.33,2.33
9988651,2.67,4.33,3.67,3,2.33,3,2.67
9988652,3.43,2,3.29,3,3.43,3.14,3.71
9988653,3.14,3.86,3,2.86,2.14,4,3.57
9988654,2.67,3.33,3,4,2.67,3.5,3.33
9988655,2.8,2.8,3,2.8,3.6,4.4,2.20
9988656,2.6,2.4,2,3.2,4.2,3,3.00
9988657,1.75,2,3.25,3.75,3,3.25,2.00
9988658,2.75,2,3.5,3,4,3.25,2.00
9988659,3.25,1.5,1.25,3,2.75,3.5,3.25
9988660,2.14,3,2.14,3.14,2.57,2.86,2.86
9988661,2.5,3.17,3.33,3.83,2.17,2.83,2.50
9988662,3.4,2.8,3.2,2.6,3.6,2.8,2.80
9988663,2.4,3,3,3.2,3.2,3.8,3.60
9988664,2.83,3.17,3,3.33,3.5,3.33,3.50
9988665,4.4,2.6,3,4,2.4,3.8,3.40
9988666,3,2.83,3,2.67,3.33,3.5,2.00
9988667,3,2,1.6,3.2,3.8,4,3.00
9988668,3.5,4.25,2.25,3,2.25,2.75,4.00
9988669,2.67,2.67,3.67,2.5,2.5,3,3.67
9988670,3.67,3,2.67,2.33,3.67,3.33,1.67
9988671,3.67,3,4.33,1.33,2.33,2.33,3.33
9988672,2,3.8,2.8,2.8,4.2,2.6,2.00
9988673,2.57,2.43,3,2.43,3,2.86,3.57
9988674,4,2.86,4,3.71,2.43,3.43,4.29
9988675,2.25,1.75,3.5,2.5,1.5,3.25,2.25
9988676,3,3.43,3.14,3.14,3.14,3.43,2.57
9988677,3.25,4.25,3.5,3,2.25,2.75,4.00
9988678,2.67,3.17,2.17,2,2.67,2.33,3.00
9988679,3.67,3.33,2.83,3,2.83,3.17,3.50
9988680,2.67,3.5,3.5,2.67,3,3.5,2.83
9988681,2.2,3.8,3.2,3.2,2.6,3,3.60
9988682,3.4,2.2,4.6,2.2,3.2,2.4,2.80
9988683,2.67,3.67,1.67,3,2.67,3,2.33
9988684,3.8,3.4,2.2,1.8,3.8,1.4,3.40
9988685,2.67,3.33,4.33,2.67,3,2.33,2.67
9988686,3.67,2,2.67,2.67,4,4,2.00
9988687,2.5,3.33,2.67,3,3.33,4.33,2.50
9988688,1.83,3.67,2.67,3,4.17,2.67,3.83
9988689,1.67,2.33,3.17,3.5,2.5,3.83,3.17
9988690,2.14,3.29,2.71,2.57,2.71,3.43,3.00
9988691,2.71,3.43,3.29,2.43,2.57,2.57,2.71
9988692,3.29,1.57,2.71,2.71,3.43,3.57,2.86
9988693,2.5,3.67,3,2.17,3.5,2,2.50
9988694,4.33,4,4,3.67,4,2.67,2.67
9988695,3.29,3.43,2.29,2.71,2.43,3.43,2.29
9988696,2.5,4,1.67,2.5,3.83,2,3.00
9988697,3.29,3.71,3,2.71,3,2.43,2.43
9988698,2.75,2.5,2.75,2.75,4.25,4.75,3.25
9988699,2.57,3.86,2.86,2.86,2.71,4,3.43
9988700,3.43,3.14,2.57,3,3.43,3.71,3.14
9988701,3,3.5,2.5,3.67,3.33,3.5,3.17
9988702,3.33,3.33,3,1,4,3,3.00
9988703,3.33,2.67,3,1.67,2.33,3,3.00
9988704,3,2.67,1.67,4,4.67,4,3.00
9988705,3,3.2,2.4,3.2,2.6,3,2.60
9988706,3.33,2,3,1,3,3,3.00
9988707,3,2.6,3.2,3.4,4,4,3.40
9988708,3.2,3.2,2.8,2.8,4,1.8,4.00
9988709,4,2.5,2.25,2.75,3.5,4.25,3.75
9988710,3,4.17,3.5,4,2.17,3.33,3.00
9988711,2.33,3,3,3.17,3.33,3,3.33
9988712,3,3,3,4,3.4,3.8,3.00
9988713,3.14,3.43,3.43,2.71,2.43,3.29,2.29
9988714,2.67,3.67,4,2.33,3.67,2.33,3.67
9988715,3.4,3.8,2.4,2.6,3.2,3.4,3.80
9988716,1.75,3.25,2.75,3.25,2,1.5,2.25
9988717,3.6,2.4,3.4,3.4,1.4,2.6,3.20
9988718,2.57,3.14,3.29,3.14,2.71,3,3.00
9988719,3.33,3.67,3.33,2.67,3.33,2.67,2.00
9988720,3.25,2.75,3.75,4,3.75,3.25,3.50
9988721,2.75,2.5,3,3.75,2.5,4,3.50
9988722,2.17,2.83,2.67,2.5,3.33,3.17,4.17
9988723,2.33,3.17,3.33,2.83,3.17,3.17,3.17
9988724,3.5,2.5,2.25,3.25,3.5,3.25,2.50
9988725,4,3.83,2.83,3.67,4,3.33,3.17
9988726,3.6,2.6,2.2,3.6,3.2,2.8,3.40
9988727,3.25,2.5,3.25,2.5,3.5,4.5,2.75
9988728,4,3.17,3.17,2.83,2.67,3.67,3.00
9988729,3,4.2,2.4,3.4,4.4,3,2.80
9988730,3.5,3,2.25,3.5,3.5,3.25,2.75
9988731,3.2,2.8,3.8,1.2,2.8,2.8,1.80
9988732,2.86,3.29,3.86,4.14,4.43,2.57,2.71
9988733,3.43,2.86,3.14,3.57,3.71,3.71,3.14
9988734,3.43,3.43,4.29,2.29,1.57,3.43,3.43
9988735,2.33,3.33,2.5,4,2.17,2.33,2.83
9988736,2.2,3.2,3.2,2.2,3.4,2.8,3.00
9988737,3.2,2.2,3,3,3,2.6,2.40
9988738,2.67,3.33,3.67,4,2,3,3.00
9988739,3,2.6,2.2,2.6,1.8,3,2.60
9988740,2.6,3.4,3.6,3.2,2.8,2.2,3.80
9988741,1.75,3,2.5,2.5,2.5,3.5,3.50
9988742,2.83,3.5,3.33,3.33,3.5,3,2.17
9988743,3.25,3.25,3.25,2.75,2.75,4,3.25
9988744,2.5,4,3.75,4,3,2.5,3.50
9988745,3,2,3.25,3,3,2.25,3.50
9988746,2.67,4,2.5,3.5,3,2.17,2.33
9988747,4,4.25,3.75,1.25,3.75,2.5,2.75
9988748,2.67,3.33,2.33,2.5,3.33,3.33,3.83
9988749,4,2.8,4,3.4,4.2,3.2,3.00
9988750,3,4,1.33,3.67,4,3.33,4.00
9988751,4,2.8,3,3.2,3.2,2.6,3.40
9988752,4.2,3.8,3.2,2.8,2.4,2.6,3.60
9988753,3.17,3.83,2.33,2.67,3.33,2.83,2.83
9988754,2.67,3.33,4.33,3.33,2.67,2,3.33
9988755,2,3.4,4,4,1.8,2.8,2.20
9988756,3.33,3.33,2.83,2.17,2,3.83,2.50
9988757,2.5,2.25,4,3,3.75,2.75,2.50
9988758,3.8,3.2,2.4,1.4,1.4,3.6,3.80
9988759,3.2,3.2,3.6,2.2,3.2,3.2,2.60
9988760,3.6,3.8,2.4,2.4,3.2,3.8,2.40
9988761,3.2,3.6,4.2,3.2,2,3.4,3.60
9988762,3.25,2.5,2.5,4,2,1.75,2.50
9988763,3.14,3.71,2.43,3.43,1.86,3.14,3.00
9988764,3.33,2.67,2.33,3,3,1.67,3.33
9988765,3,1.67,2.67,3.5,3.17,3.17,3.00
9988766,3.71,3.43,4.14,3,3,3.71,3.00
9988767,2.6,3.8,3.6,3.4,2.6,3.4,3.40
9988768,1,4,3.33,2.33,3.67,3,3.33
9988769,2.75,1,2.75,2.75,2.25,2.5,3.25
9988770,4.25,4,2.75,4,2.25,3.25,2.50
9988771,3.43,2.57,2.14,2.86,1.57,3.43,2.29
9988772,2,3.33,3,1.67,2,2.67,2.67
9988773,3.5,1.83,2.33,3.83,2.83,3.17,3.17
9988774,2.75,3.75,3,3.75,3,3,2.25
9988775,2.83,3,2.83,3,3.5,3,3.33
9988776,4,3,3.2,3.4,3.8,3.2,2.60
9988777,3.83,3.17,2.83,3,2.83,2.5,3.00
9988778,3,2.8,3.6,2.8,3.4,3.2,2.40
9988779,2.67,3,2.83,3.17,3,3.67,3.17
9988780,4.25,3.75,2,3.25,1.75,2.25,3.00
9988781,3.5,3.5,2.83,3,2.17,2.67,1.50
9988782,2.75,2.75,2.75,4.5,2.5,3,2.00
9988783,2.4,3.8,3,2.8,3,4.4,3.20
9988784,3.33,3,3.33,2.5,1.83,2.67,3.50
9988785,3.2,2.4,3.4,3,3.2,3.4,3.40
9988786,3.6,3.6,3.6,3.2,3.4,2.8,3.20
9988787,3,3.33,2.33,3.67,3,2.67,4.00
9988788,2.43,2,3.14,2.57,4,2.86,2.71
9988789,2.67,3,3.33,3,4,2.67,3.33
9988790,3.14,3.14,2.43,2.43,3.57,2.57,3.14
9988791,2.67,2.67,3,2.33,3,2.33,3.00
9988792,2.67,3.67,3.33,2.67,2,3.33,2.67
9988793,3.33,3.83,3.67,2.17,2.33,3.33,3.67
9988794,3.5,3.5,2.5,2.25,2.75,2.25,3.25
9988795,4.67,3,2.33,1.33,2.33,2.67,1.33
9988796,2.33,2.83,2.83,3.33,2.5,3.17,2.83
9988797,2.5,2.5,3.33,3,3.17,2.5,4.00
9988798,3.43,3,3.14,3,2.29,3.29,2.71
9988799,3.17,3.17,3.83,2.83,2.83,2.5,3.17
9988800,3.83,3,3,3,2.83,2.83,3.67
9988801,3.33,3.33,3.33,5,4.33,3.67,3.00
9988802,2.67,3.67,3,2.67,2.33,3.33,4.33
9988803,2.67,3.33,3,3.17,4.17,2.83,2.33
9988804,3.75,3.5,3.5,3.75,2,3.75,2.50
9988805,1.67,1.33,3,3.67,2.67,2.67,2.67
9988806,2.8,4,3.2,2.8,2.2,2.2,3.40
9988807,2.5,3.5,3.75,4,4.25,2.75,4.00
9988808,3,2.2,4.2,4.8,3.4,2.8,3.80
9988809,2.67,3.67,2.67,3.33,3,2.67,2.67
9988810,3.14,3.14,2.71,3.14,2.57,3,3.14
9988811,2,3.2,4.2,3.6,3,1.8,2.80
9988812,2.14,3.57,3.14,2.57,2.14,3.43,3.43
9988813,2.14,3,3.86,2.86,2,2.71,4.14
9988814,4.33,2.67,2.67,4.5,3,3.17,2.67
9988815,2.33,2.67,2.33,3,2.67,3,2.67
9988816,1.83,2.83,3.83,3.33,4.17,3.33,2.50
9988817,3.14,3.57,3.57,2.71,3.14,4,3.00
9988818,4,4.5,3,1.75,2.25,2.75,3.25
9988819,3.6,2.2,2.4,4.4,2.8,2.2,3.00
9988820,2.75,3.75,3.5,2.25,2.5,2.25,2.75
9988821,4,2.25,4,3.5,3.25,2.75,3.25
9988822,3.2,3,3.6,2.8,3.2,3.4,4.00
9988823,4,4.67,4,1.67,3.33,2.33,1.33
9988824,3,3.75,1.5,4.25,3,3,3.00
9988825,2.67,3.67,1.33,2.33,4,4,1.33
9988826,2.83,2.83,3.5,2.33,2.17,3.33,2.67
9988827,2.33,1.67,2.33,3,2,3.33,3.33
9988828,4.57,3.57,2.86,2.43,3.43,2.57,3.00
9988829,3.25,2.75,3.5,3.25,3.75,1.75,3.50
9988830,3.67,2,3.67,2.67,2.67,1.33,3.67
9988831,3.6,3.8,3.4,2.8,2.4,3,2.80
9988832,3,2.33,4.33,2.67,3.67,3.33,4.33
9988833,2.4,3.8,3.2,3.2,4,2.8,2.20
9988834,3.17,2.5,3.17,3.67,2.17,3.83,3.83
9988835,3,3.71,3.29,2.14,3,3.14,3.29
9988836,4,2,2,2.67,3.33,4.33,1.67
9988837,3,2.6,2.2,2.2,4.2,3.8,2.80
9988838,2.8,2.8,3,4.2,2.8,3.8,3.00
9988839,3.43,3,2.71,2.86,3.14,3.86,2.14
9988840,3.4,1.8,3.6,3.2,2.8,2,2.60
9988841,3.67,3,3.17,3.5,3.17,1.67,3.67
9988842,3,2.5,2.33,3.67,2.67,2.83,3.33
9988843,4,3.14,2,3.43,2.71,4,2.00
9988844,3.8,3,1.4,3.8,4.4,2.8,2.80
9988845,3,2.25,4,3.5,2.75,4,3.25
9988846,2.5,2,3.17,1.83,2.67,3.17,2.83
9988847,3,2.33,4,2,3.33,3.33,2.33
9988848,4,3,3,2.8,3,3.4,3.80
9988849,3,2.8,3.6,2.8,2.4,3.2,2.40
9988850,2.5,2.17,3,3.33,3.5,1.5,2.17
9988851,2.4,3.2,1.8,4.2,2.8,4.4,2.40
9988852,2.4,1.4,3,2.8,2.4,2.8,3.00
9988853,2.71,3.29,3.29,3.29,3.29,3.57,2.57
9988854,1.33,2.67,2.33,2.33,4,2.67,4.33
9988855,2.67,3,2.83,3,3.33,2,1.50
9988856,4,4.33,3.67,4,1.67,4,4.33
9988857,2.33,3.33,2.33,2.33,3.33,4.33,3.00
9988858,2.67,4.33,2,1.67,4.67,3.33,1.00
9988859,3,3.33,2.67,3.67,3,2.17,3.00
9988860,3.5,2.33,4,3.5,3.5,2.33,2.17
9988861,3.5,2.83,3.17,3.33,3.83,3.17,3.00
9988862,3.6,3.2,3.4,2.8,4.6,4.4,2.40
9988863,3.17,3,2.83,3.5,3,3.33,2.83
9988864,2.83,3.17,2.5,1.5,2.83,3.17,4.00
9988865,2.83,1.83,2.67,3.5,1.67,3.67,2.83
9988866,2.5,2.5,3,4,4.25,3.5,2.50
9988867,4.33,2.67,2.5,3.33,2.17,2.33,2.50
9988868,3.2,3.6,2.8,2.4,3.2,2.6,2.80
9988869,4,2.6,3.2,2.8,2.8,3.2,3.40
9988870,3.33,2.33,2.5,3.5,2.67,3.83,2.83
9988871,1.67,3.67,2.67,4,3.33,4.67,4.33
9988872,2.33,4,3.83,2.5,3.33,4.17,3.33
9988873,2.67,4,3.67,3.33,4.33,4.33,3.67
9988874,2.33,3.33,2.83,2.5,3,3.67,3.17
9988875,2.83,4,3.5,2.33,3,4.17,3.17
9988876,2.17,3.67,3.5,3,2.5,3,2.83
9988877,3.33,4,2.33,3,2.67,3.33,4.00
9988878,2.8,2.6,2.8,3.6,3.6,4.2,2.80
9988879,3.4,3.2,3,2.6,3,3.4,2.20
9988880,3.67,3.17,2.17,2.83,3.67,3.33,3.17
9988881,3.25,4,2.5,3.25,2.25,3.25,3.00
9988882,2.86,2.86,2.57,4.14,3.29,2.71,3.43
9988883,3.5,3.25,2.5,3,3.5,3.25,4.25
9988884,4,3,2.33,2.67,3.33,2.67,1.67
9988885,3.5,4.5,2,5,3.25,3,2.75
9988886,3,2.2,3.2,4,1.4,3.6,2.20
9988887,3.33,1.33,2.33,5,2.67,4.67,3.67
9988888,3.25,3,4.5,2.25,3.75,2.25,3.75
9988889,3.4,2.8,2.8,3.6,2.8,1.8,2.20
9988890,3,2.5,3,3.17,3.5,2.67,3.00
9988891,2,3.5,3.5,2.5,3.75,3.25,2.75
9988892,2.83,3.33,2.67,2.33,3,2.67,2.67
9988893,2.67,2.33,3.33,3,1.33,3.67,4.67
9988894,2.5,3.5,2.75,2,3.25,2.75,4.25
9988895,2.67,4.67,3.17,2.83,2.83,3.83,3.83
9988896,3.43,3.29,3.43,2.29,3.14,3.29,2.57
9988897,3.83,3,3.33,2.5,3.5,3.83,3.17
9988898,2.8,4.2,3.2,2.4,3.2,2,2.20
9988899,2.33,3.17,3.33,3.17,2.67,2.67,2.67
9988900,3.5,3,3.25,3.75,3,2.5,2.75
9988901,3.33,1.67,3.33,3,2.33,1.33,2.67
9988902,4.5,3.25,2,1.5,1.5,3.25,1.75
9988903,3,4.67,3.33,2,2.33,3,4.67
9988904,2.6,2.8,2.8,3.6,4,2.8,2.60
9988905,2.25,2.25,4,3.25,2,2.5,3.00
9988906,2.86,2.29,2.57,2.57,2.43,3,3.00
9988907,3,2.83,2.5,2.33,2.33,2.67,3.17
9988908,2.5,2.67,4.17,3.33,2.83,2.5,2.33
9988909,3.5,2.33,3.33,2.33,2.67,3.67,2.17
9988910,2.33,2,3.17,3.17,3,3.83,2.00
9988911,4.4,2.2,3.2,3.4,2.2,3.4,1.80
9988912,3.67,3.33,3,4,2.67,2.83,3.17
9988913,3.43,2.57,2.86,3.14,3,2.57,3.29
9988914,2.75,4.25,3.75,3.25,1.25,2.5,2.25
9988915,3.17,2.83,3,3.17,3.17,2.17,4.00
9988916,2.8,2.4,3.6,2.8,2.8,2.4,3.20
9988917,2.25,3.75,3.75,3.75,3,3.25,2.25
9988918,2.29,2.14,2.71,3.29,3,2.86,2.71
9988919,2.86,3.43,3,2.71,1.43,2.71,3.71
9988920,2.5,3,3.17,3.5,2.67,2.83,2.83
9988921,2.57,3.14,3.29,3.29,4.14,3.29,3.14
9988922,3.33,3.33,3.5,2.83,3,3.67,3.17
9988923,2.43,2.14,2.86,2.86,2.43,2.29,2.43
9988924,3.14,3.86,3.43,3.43,3,1.86,2.86
9988925,3.33,2.67,3.17,3.83,3.67,2.33,3.00
9988926,2.25,4.25,3,3.5,2,3.5,4.00
9988927,3,3.25,3.25,3.75,2.5,2.75,1.50
9988928,2.5,3.83,3.67,3.33,2.67,2.5,1.67
9988929,2.83,3.67,2.33,3.33,2.67,3.5,3.67
9988930,3,2.4,1.6,2.8,3.2,2,3.00
9988931,3.33,1.33,3,2,3.33,3.67,3.67
9988932,3.83,3.17,3.17,3.5,3.17,3,2.67
9988933,3.43,2.57,3.29,3.43,4.14,3.57,3.00
9988934,3.43,2.71,3,3.29,4.14,2.43,2.00
9988935,2.75,2.75,3.75,3,3.5,1.75,2.50
9988936,4.33,2.67,4,4.33,3.33,3.33,2.67
9988937,2.43,3,3.43,2.29,2.86,3.43,2.57
9988938,2.57,2.14,4.14,2,2.86,2.86,3.43
9988939,2.8,2.8,3,3.4,2.2,2.6,3.00
9988940,2.5,2.5,3.25,3.5,3,3.5,2.25
9988941,3.29,3,3.14,2.71,2.57,3.14,2.57
9988942,3.71,2.71,3,2.86,2.29,3.71,3.71
9988943,3.14,3.71,3.43,2.43,2.14,3,3.71
9988944,3,2.5,4,3.5,3.75,3.25,3.25
9988945,2,2.33,3.33,2.67,3.67,4,4.00
9988946,2.25,2.75,2.75,2.25,4,2.25,2.25
9988947,3.43,3.43,3.57,2.71,3.29,3.14,3.00
9988948,2.67,2.17,3,4.17,3.33,2.83,1.83
9988949,2.83,2.67,3.33,2.17,3.17,3.17,3.17
9988950,2.75,3.25,3.5,2.25,1.75,3.75,2.25
9988951,2.75,3.25,2.5,2.75,4.5,4.5,1.75
9988952,3.67,2.67,1.33,3,3.67,1.33,2.33
9988953,2.6,3,3.6,2.6,2.8,3.6,3.40
9988954,2.67,2.33,2.83,3.17,2.67,2.67,3.00
